FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d2d,6152421,POINT (16.381620664917254 48.18277244273217),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d2c,6152422,POINT (16.427820990127866 48.22165551604763),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d2b,6152423,POINT (16.30720365491476 48.1992103275644),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d2a,6152424,POINT (16.315703683292334 48.21331183988008),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d29,6152425,POINT (16.32543223602375 48.197675108888696),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d28,6152426,POINT (16.313844004480604 48.21228078228549),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d27,6152427,POINT (16.368460162592616 48.19256961516993),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d26,6152428,POINT (16.34490958956262 48.19921976996138),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d25,6152429,POINT (16.399843253762512 48.27820000707811),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d24,6152430,POINT (16.414147006419544 48.225037806419266),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d23,6152431,POINT (16.333354183732595 48.21435322911183),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d22,6152432,POINT (16.39465895409926 48.30016551466891),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d21,6152433,POINT (16.26577663436295 48.22128821334874),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d20,6152434,POINT (16.462665794757896 48.176949722957175),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d1f,6152435,POINT (16.338910853553536 48.201607138791005),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d1e,6152436,POINT (16.399738522977675 48.25796501460383),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d1d,6152437,POINT (16.403544170168093 48.19802141748134),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d1c,6152438,POINT (16.290220664912674 48.191020676139885),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d1b,6152439,POINT (16.311728196781605 48.20307021518245),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d1a,6152440,POINT (16.31977539106194 48.14908149436989),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d19,6152441,POINT (16.342981450654733 48.1936136051731),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d18,6152442,POINT (16.400960543305263 48.19070735062814),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d17,6152443,POINT (16.350725794842912 48.1822443073839),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d16,6152444,POINT (16.309089057620128 48.20322429562054),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d15,6152445,POINT (16.34150259197376 48.18388334733029),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d14,6152446,POINT (16.35510725589366 48.24030751588475),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d13,6152447,POINT (16.341454566293528 48.1960030543386),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d12,6152448,POINT (16.3409850666658 48.195858604123586),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d11,6152449,POINT (16.347093373519215 48.20025853745132),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d10,6152450,POINT (16.332950661511674 48.195292480522845),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d0f,6152451,POINT (16.345108894130668 48.20121310455642),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d0e,6152452,POINT (16.455189665270343 48.220628695293165),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d0d,6152453,POINT (16.350166745028645 48.210843441274),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d0c,6152454,POINT (16.261114795465357 48.195543745559064),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d0b,6152455,POINT (16.339105543483267 48.22732128656552),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d0a,6152456,POINT (16.319692843575684 48.260188865828646),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d09,6152457,POINT (16.393710569483925 48.205505803278285),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d08,6152458,POINT (16.308224298671483 48.23558065528749),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d07,6152459,POINT (16.402768775878325 48.24714280600665),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d06,6152460,POINT (16.339664240932873 48.271870981732825),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d05,6152461,POINT (16.392540603364765 48.29509861301811),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d04,6152462,POINT (16.452033596201048 48.2863846131386),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d03,6152463,POINT (16.350280779288095 48.28186776305802),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d02,6152464,POINT (16.37243608110866 48.24665276717517),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d01,6152465,POINT (16.436475773588043 48.18863873252491),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6d00,6152466,POINT (16.468564691898692 48.159792761441885),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cff,6152467,POINT (16.35433633160785 48.277208636648645),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cfe,6152468,POINT (16.352811862825234 48.27953670739364),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cfd,6152469,POINT (16.25754502966622 48.165988535586926),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cfc,6152470,POINT (16.25298048688404 48.198310403925596),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cfb,6152471,POINT (16.383841683696577 48.302734256518065),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cfa,6152472,POINT (16.285682990668924 48.21733708409891),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf9,6152473,POINT (16.398006645571428 48.21696400284274),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf8,6152474,POINT (16.29105741940017 48.15922341125769),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf7,6152475,POINT (16.329916649018895 48.211910635363836),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf6,6152476,POINT (16.432911373046174 48.20250461747586),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf5,6152477,POINT (16.37375023985211 48.18992465143418),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf4,6152478,POINT (16.485616178733338 48.20240389633003),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf3,6152479,POINT (16.38523330032696 48.297834063338655),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf2,6152480,POINT (16.387358072841984 48.30090274348981),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf1,6152481,POINT (16.393794228628146 48.247014054472444),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cf0,6152482,POINT (16.26909305137767 48.161308687760055),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cef,6152483,POINT (16.28763526436514 48.164941241811405),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cee,6152484,POINT (16.315529850051902 48.17657769224018),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ced,6152485,POINT (16.265547674171682 48.17460708855255),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cec,6152486,POINT (16.340667719548524 48.18191549169618),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ceb,6152487,POINT (16.29862809535154 48.20475426715651),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cea,6152488,POINT (16.28084166110659 48.20693127355209),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce9,6152489,POINT (16.265095400869157 48.207306363425026),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce8,6152490,POINT (16.397415492131472 48.1369481141927),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce7,6152491,POINT (16.2716471286374 48.166965504808985),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce6,6152492,POINT (16.196657434922503 48.22938279098341),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce5,6152493,POINT (16.401965092380667 48.1903761879569),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce4,6152494,POINT (16.25063965530133 48.21345705693431),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce3,6152495,POINT (16.262101346232157 48.210076724576986),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce2,6152496,POINT (16.309576004039677 48.257121752607134),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce1,6152497,POINT (16.478325531208153 48.20988231467476),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ce0,6152498,POINT (16.32101089075398 48.20791946092489),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cdf,6152499,POINT (16.244557766140062 48.225552562116754),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cde,6152500,POINT (16.30156264316663 48.18588428368892),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cdd,6152501,POINT (16.425696879669605 48.19970994490882),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cdc,6152502,POINT (16.41814656936688 48.20368760145438),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cdb,6152503,POINT (16.3764394539214 48.19856914588839),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cda,6152504,POINT (16.28988563941812 48.18026736871908),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd9,6152505,POINT (16.374203868267294 48.21601022409064),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd8,6152506,POINT (16.308387688118366 48.20924501415387),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd7,6152507,POINT (16.363224256439366 48.195249186477646),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd6,6152508,POINT (16.285380963605917 48.16695522351815),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd5,6152509,POINT (16.362486210052648 48.20508229507406),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd4,6152510,POINT (16.53304030020869 48.21994273243096),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd3,6152511,POINT (16.32050383075105 48.24101375903735),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd2,6152512,POINT (16.45835387121728 48.17819266445551),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd1,6152513,POINT (16.41266204811647 48.22571547210567),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cd0,6152514,POINT (16.497268889638544 48.159379557587826),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ccf,6152515,POINT (16.371849250221953 48.207111690966556),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cce,6152516,POINT (16.32097817399419 48.264091613451555),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ccd,6152517,POINT (16.429247797611573 48.217651206022076),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ccc,6152518,POINT (16.327484499713584 48.21341132311308),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ccb,6152519,POINT (16.314737916854188 48.26254239017424),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cca,6152520,POINT (16.386889130773863 48.222652446157504),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc9,6152521,POINT (16.379793599275256 48.215761918622555),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc8,6152522,POINT (16.349821664786965 48.20631286084203),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc7,6152523,POINT (16.412492700600595 48.24847079831968),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc6,6152524,POINT (16.381326581840018 48.17522041503635),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc5,6152525,POINT (16.331528417627165 48.19312177041975),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc4,6152526,POINT (16.27685559297663 48.17301196697158),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc3,6152527,POINT (16.330000517304992 48.17887361251314),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc2,6152528,POINT (16.37804720924834 48.21699320265289),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc1,6152529,POINT (16.43873162194807 48.19296845642305),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cc0,6152530,POINT (16.24793454904136 48.219938370247725),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cbf,6152531,POINT (16.31235179253138 48.21213087132691),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cbe,6152532,POINT (16.287704495447283 48.185702527563244),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cbd,6152533,POINT (16.39859289027798 48.21394664680454),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cbc,6152534,POINT (16.413915820704723 48.228937720987304),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cbb,6152535,POINT (16.398681447371224 48.24161035853896),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cba,6152536,POINT (16.366988757421034 48.26391139603105),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb9,6152537,POINT (16.368396632424478 48.26041627723054),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb8,6152538,POINT (16.447658443168503 48.19529289141065),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb7,6152539,POINT (16.479634839731784 48.16753219610533),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb6,6152540,POINT (16.277898283073473 48.215378047535644),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb5,6152541,POINT (16.44745064244261 48.28769358946827),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb4,6152542,POINT (16.445146895004555 48.28692940461632),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb3,6152543,POINT (16.42196993068457 48.289146862245076),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb2,6152544,POINT (16.36004186718197 48.20133454828647),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb1,6152545,POINT (16.366562602434037 48.17725093349235),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cb0,6152546,POINT (16.34476756933897 48.287152855555284),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6caf,6152547,POINT (16.38865724657537 48.28522280028131),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cae,6152548,POINT (16.400647139246995 48.16614637477565),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cad,6152549,POINT (16.41132433302298 48.19718153407748),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cac,6152550,POINT (16.33160969857432 48.21241406459181),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6cab,6152551,POINT (16.282040624342226 48.216783417074545),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6caa,6152552,POINT (16.29510533905821 48.246432512843974),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca9,6152553,POINT (16.321546565977087 48.255534355439),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca8,6152554,POINT (16.318208949624616 48.238939976931206),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca7,6152555,POINT (16.394750142778076 48.18076756179856),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca6,6152556,POINT (16.26724710812592 48.150934570743935),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca5,6152557,POINT (16.330030828506448 48.20706565320563),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca4,6152558,POINT (16.38628699219661 48.193160222116845),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca3,6152559,POINT (16.256464987285344 48.132797128294875),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca2,6152560,POINT (16.282400562383927 48.135321947950125),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca1,6152561,POINT (16.281845116014733 48.1355316057532),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6ca0,6152562,POINT (16.280502844702422 48.13600391075924),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c9f,6152563,POINT (16.32723083650317 48.21023484289435),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c9e,6152564,POINT (16.307870736871322 48.213196327254366),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c9d,6152565,POINT (16.358326090759086 48.211454530682424),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c9c,6152566,POINT (16.39389167278962 48.2165634180818),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c9b,6152567,POINT (16.334521226736776 48.20624059470153),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c9a,6152568,POINT (16.23603373784221 48.13697082262231),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c99,6152569,POINT (16.346225335594614 48.19708536208653),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c98,6152570,POINT (16.327319627328677 48.19924582968913),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c97,6152571,POINT (16.294884473992823 48.147356604591685),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c96,6152572,POINT (16.33254609186696 48.20823917663597),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c95,6152573,POINT (16.37983809428516 48.21792003206753),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c94,6152574,POINT (16.351191855231505 48.19883007134286),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c93,6152575,POINT (16.32434071950619 48.184930794682344),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c92,6152576,POINT (16.291887013785818 48.254208220806774),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c91,6152577,POINT (16.283931355839105 48.17832841422875),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c90,6152578,POINT (16.355290481667645 48.200215659522875),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c8f,6152579,POINT (16.349389097072088 48.19946503672917),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c8e,6152580,POINT (16.314457593917354 48.20107660337922),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c8d,6152581,POINT (16.339864099414143 48.19190699275613),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c8c,6152582,POINT (16.334629162481768 48.192616179752044),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c8b,6152583,POINT (16.309980946338268 48.21248229784037),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c8a,6152584,POINT (16.3362740418273 48.198634831548425),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c89,6152585,POINT (16.348973826326862 48.19797843109833),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c88,6152586,POINT (16.38794224198103 48.22807448973549),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c87,6152587,POINT (16.344243963651767 48.19665061048466),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c86,6152588,POINT (16.338344097590927 48.213256886179025),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c85,6152589,POINT (16.359313210202654 48.18774796556434),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c84,6152590,POINT (16.345229817424137 48.20707308672785),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c83,6152591,POINT (16.389883647089146 48.19238077102018),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c82,6152592,POINT (16.393328004577736 48.22886486608229),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c81,6152593,POINT (16.405992590490303 48.21023689468025),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c80,6152594,POINT (16.38389211687659 48.223675595646384),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c7f,6152595,POINT (16.34965057790435 48.19996868130287),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c7e,6152596,POINT (16.380086155725447 48.21932954124788),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c7d,6152597,POINT (16.37376481382222 48.18723512505621),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c7c,6152598,POINT (16.375748456367482 48.2206314447595),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6c7b,6152599,POINT (16.316139808320255 48.140697943193025),Trinkhydrant mit Tränke,18,
