FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc2,6151119,POINT (16.358144281887068 48.25260712886769),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc1,6151120,POINT (16.35752996093017 48.252010824479726),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fc0,6151121,POINT (16.356947874903838 48.25382233155894),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fbf,6151122,POINT (16.462224719507716 48.15716130708847),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fbe,6151123,POINT (16.336477753538144 48.23468517125071),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fbd,6151124,POINT (16.462435839884122 48.15635240112088),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fbc,6151125,POINT (16.46271322435117 48.157245153431454),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fbb,6151126,POINT (16.30345658302558 48.19617261424155),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fba,6151127,POINT (16.475525106040415 48.23872095676788),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb9,6151128,POINT (16.473720714984438 48.23990726484467),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb8,6151129,POINT (16.47379565429668 48.23993846958879),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb7,6151130,POINT (16.473719197466014 48.239967913018766),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb6,6151131,POINT (16.38178993260639 48.203715044582765),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb5,6151132,POINT (16.37989778640972 48.20204709231625),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb4,6151133,POINT (16.40526740521835 48.2384120951991),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb3,6151134,POINT (16.417192631082372 48.23806550384342),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb2,6151135,POINT (16.33428882111394 48.23616869312767),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb1,6151136,POINT (16.350353636266785 48.21268329147095),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fb0,6151137,POINT (16.35964123406398 48.21585615938076),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6faf,6151138,POINT (16.333808831691773 48.1867038602377),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fae,6151139,POINT (16.38784545340543 48.157837596012385),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fad,6151140,POINT (16.334081847036025 48.236794840375254),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fac,6151141,POINT (16.47359648137322 48.23965324658954),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fab,6151142,POINT (16.321142968644082 48.190311568940864),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6faa,6151143,POINT (16.349803960547042 48.232475079729454),Hundetrinkbrunnen,2,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa9,6151144,POINT (16.35123291109242 48.18073439372352),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa8,6151145,POINT (16.36280903597749 48.18784531399319),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa7,6151146,POINT (16.360135358516114 48.186577015595006),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa6,6151147,POINT (16.38006943486548 48.1765150017103),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa5,6151148,POINT (16.347328086619573 48.18236650759887),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa4,6151149,POINT (16.379473333778595 48.176631531661926),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa3,6151150,POINT (16.34891955530313 48.18070014108569),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa2,6151151,POINT (16.307553782033253 48.20128480318187),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa1,6151152,POINT (16.348075119363248 48.18124207329328),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6fa0,6151153,POINT (16.31291271613842 48.12862916676496),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f9f,6151154,POINT (16.472392406779946 48.24602851291568),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f9e,6151155,POINT (16.3025858153054 48.196218029318395),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f9d,6151156,POINT (16.352410056292786 48.19416019147701),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f9c,6151157,POINT (16.26112110345489 48.195545990790734),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f9b,6151158,POINT (16.360675920057616 48.25386513021483),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f9a,6151159,POINT (16.405319868872937 48.240779846896615),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f99,6151160,POINT (16.32654624654488 48.16492320192212),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f98,6151161,POINT (16.388639977807134 48.17695169179115),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f97,6151162,POINT (16.38631311735675 48.178205203753464),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f96,6151163,POINT (16.319537012939612 48.21286561761821),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f95,6151164,POINT (16.28543337597964 48.19508656889409),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f94,6151165,POINT (16.431823818226974 48.28819102044008),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f93,6151166,POINT (16.33758467430316 48.23458248745981),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f92,6151167,POINT (16.324788353121544 48.225539344779385),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f91,6151168,POINT (16.46077389003139 48.23140351758494),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f90,6151169,POINT (16.348531512724875 48.19477456378283),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f8f,6151170,POINT (16.410491441436648 48.236837503916625),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f8e,6151171,POINT (16.333716688504055 48.23423951734752),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f8d,6151172,POINT (16.336374804841615 48.23579017312988),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f8c,6151173,POINT (16.44509833428298 48.269708293592345),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f8b,6151174,POINT (16.443760533433707 48.28603230171621),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f8a,6151175,POINT (16.392262140470383 48.25917126050402),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f89,6151176,POINT (16.33941230230616 48.17821724873129),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f88,6151177,POINT (16.38689048583509 48.15272641332461),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f87,6151178,POINT (16.32995357172697 48.234249627197),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f86,6151179,POINT (16.45581833730879 48.257454308415284),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f85,6151180,POINT (16.474217580308014 48.24066497078112),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f84,6151181,POINT (16.396835103402736 48.2049348214046),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f83,6151182,POINT (16.336903903350898 48.23425837269645),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f82,6151183,POINT (16.32746887168403 48.16487475098653),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f81,6151184,POINT (16.296508707025946 48.142272181156265),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f80,6151185,POINT (16.35163857896357 48.15336912097103),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f7f,6151186,POINT (16.334961476721894 48.21356499276853),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f7e,6151187,POINT (16.34066331308873 48.20765553359358),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f7d,6151188,POINT (16.41522968930706 48.29133533171319),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f7c,6151189,POINT (16.319288697388753 48.19665953556905),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f7b,6151190,POINT (16.319083311667356 48.196461248454995),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f7a,6151191,POINT (16.436840637756283 48.1883334459977),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f79,6151192,POINT (16.410584528144767 48.23675682975082),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f78,6151193,POINT (16.397091007557396 48.22528460403473),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f77,6151194,POINT (16.32780364816294 48.18224828816399),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f76,6151195,POINT (16.327378483715975 48.18231000430085),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f75,6151196,POINT (16.382356888130573 48.169501258217366),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f74,6151197,POINT (16.368309343006004 48.17083992196545),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f73,6151198,POINT (16.289864515359163 48.18025836965245),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f72,6151199,POINT (16.33179765912035 48.236170737842066),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f71,6151200,POINT (16.411141586563687 48.173512960105406),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f70,6151201,POINT (16.419407837679575 48.23907266972369),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f6f,6151202,POINT (16.36798420773799 48.22055575292104),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f6e,6151203,POINT (16.288939764575193 48.13734194466485),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f6d,6151204,POINT (16.525989498825894 48.2135412044895),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f6c,6151205,POINT (16.40382924973627 48.19598764232707),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f6b,6151206,POINT (16.400315244321174 48.22054863156062),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f6a,6151207,POINT (16.45748063520213 48.251826220244645),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f69,6151208,POINT (16.332391564523657 48.17644069896471),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f68,6151209,POINT (16.38582192364947 48.22506660420049),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f67,6151210,POINT (16.378876082352487 48.17366546480634),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f66,6151211,POINT (16.338334591227603 48.20193457949472),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f65,6151212,POINT (16.338312863870375 48.201940485762975),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f64,6151213,POINT (16.338293134151552 48.20194408612546),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f63,6151214,POINT (16.407261062092665 48.25526997725367),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f62,6151215,POINT (16.381700910108105 48.2450909151564),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f61,6151216,POINT (16.30472729981054 48.21391633462106),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f60,6151217,POINT (16.30600383874995 48.19842939131219),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f5f,6151218,POINT (16.30598433956378 48.1984328611867),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f5e,6151219,POINT (16.306023499356524 48.19842592057735),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f5d,6151220,POINT (16.305908640610884 48.19789974026758),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f5c,6151221,POINT (16.306160876939536 48.1979802975664),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f5b,6151222,POINT (16.41014589104186 48.23202716192323),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f5a,6151223,POINT (16.40936131124481 48.23196694322639),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f59,6151224,POINT (16.380422028192864 48.20639001014764),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f58,6151225,POINT (16.382733874398944 48.186526922724134),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f57,6151226,POINT (16.39037983245928 48.197986184946764),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f56,6151227,POINT (16.343513748414505 48.1880907246832),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f55,6151228,POINT (16.35807336027543 48.227065102586636),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f54,6151229,POINT (16.360690391958716 48.214490594659765),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f53,6151230,POINT (16.362032622937182 48.25222211512451),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f52,6151231,POINT (16.280981031872212 48.13583138916359),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f51,6151232,POINT (16.39904111022236 48.19423240299151),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f50,6151233,POINT (16.4010739305905 48.19761308238487),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f4f,6151234,POINT (16.277898749172703 48.13934108844725),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f4e,6151235,POINT (16.40177611943266 48.19739714536381),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f4d,6151236,POINT (16.215165927410215 48.205541821965575),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f4c,6151237,POINT (16.33896339466315 48.22581680572237),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f4b,6151238,POINT (16.34743875202879 48.187138339507904),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f4a,6151239,POINT (16.33721129150751 48.250683551837234),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f49,6151240,POINT (16.412309968445957 48.277720505462504),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f48,6151241,POINT (16.345831126992802 48.18186956092329),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f47,6151242,POINT (16.26776818987144 48.1966349821632),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f46,6151243,POINT (16.268001244692172 48.19651848989386),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f45,6151244,POINT (16.503589348114605 48.224344244011604),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f44,6151245,POINT (16.329270795594653 48.216417698140326),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f43,6151246,POINT (16.383744185079156 48.18002358725068),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f42,6151247,POINT (16.316931695228853 48.22136223061397),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f41,6151248,POINT (16.433515760039995 48.25216678319236),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f40,6151249,POINT (16.457223661854933 48.21473940469431),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f3f,6151250,POINT (16.381950791963803 48.18187179214481),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f3e,6151251,POINT (16.30709918423006 48.24770027906935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f3d,6151252,POINT (16.339091633641477 48.189482943835685),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f3c,6151253,POINT (16.318517649108905 48.24555483142845),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f3b,6151254,POINT (16.24477170166832 48.20773427641818),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f3a,6151255,POINT (16.42906832031515 48.16519688919197),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f39,6151256,POINT (16.425800561658836 48.16725626556151),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f38,6151257,POINT (16.438436110005938 48.26974619441412),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f37,6151258,POINT (16.448696430486738 48.269357667099065),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f36,6151259,POINT (16.43058584864994 48.16799729568764),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f35,6151260,POINT (16.430528343140058 48.16806589063495),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f34,6151261,POINT (16.39406859049035 48.218941065092025),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f33,6151262,POINT (16.396123202031816 48.21913718376086),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f32,6151263,POINT (16.396191665415625 48.21971533090992),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f31,6151264,POINT (16.394305114482922 48.219453636472466),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f30,6151265,POINT (16.39416817326785 48.21925699375844),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f2f,6151266,POINT (16.372566013589665 48.21807692142583),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f2e,6151267,POINT (16.251631341891297 48.20203138789152),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f2d,6151268,POINT (16.248633648986363 48.20284538547985),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f2c,6151269,POINT (16.249901307408642 48.20228483385766),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f2b,6151270,POINT (16.35333593458081 48.25835739464745),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f2a,6151271,POINT (16.347785601543634 48.249685707219825),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f29,6151272,POINT (16.33860117827361 48.198934165624664),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f28,6151273,POINT (16.33788911936865 48.20067391607163),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f27,6151274,POINT (16.4522803782128 48.23073219457076),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f26,6151275,POINT (16.393248128681645 48.20176683344419),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f25,6151276,POINT (16.352692074238572 48.22982605175487),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f24,6151277,POINT (16.352529772820105 48.22973072836001),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f23,6151278,POINT (16.404530739698462 48.22428495583701),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f22,6151279,POINT (16.41463989166709 48.21478827536049),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f21,6151280,POINT (16.405180748800646 48.21680932775022),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f20,6151281,POINT (16.45162039805258 48.22424645540264),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f1f,6151282,POINT (16.39206377887064 48.19179051963841),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f1e,6151283,POINT (16.39363480579522 48.19007938269162),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f1d,6151284,POINT (16.314689616016448 48.20670717764689),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f1c,6151285,POINT (16.314313458226003 48.20642573411912),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f1b,6151286,POINT (16.31516811093081 48.20638290552977),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f1a,6151287,POINT (16.348221767500668 48.1951742393043),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f19,6151288,POINT (16.29489726380815 48.23058857686363),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f18,6151289,POINT (16.40311952994952 48.188006290650904),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f17,6151290,POINT (16.376441430813482 48.19857188813201),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f16,6151291,POINT (16.376109905006242 48.198377345315926),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f15,6151292,POINT (16.33313109440894 48.18941153004497),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f14,6151293,POINT (16.312912355717796 48.24999315401921),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f13,6151294,POINT (16.326916582788854 48.189763244164055),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f12,6151295,POINT (16.402692186709107 48.22626002920432),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-6f11,6151296,POINT (16.32897327098601 48.1898817453952),Trinkbrunnen mit Tränke,5,
